HD          CH+                     CH2+        D                                    4.00E-10     0.00      0.0              5       !  1  2  1  1
H2          CD+                     CHD+        H                                    8.00E-10     0.00      0.0              5       !  2  1  2  1
H2          CD+                     CH2+        D                                    4.00E-10     0.00      0.0              5       !  1  2  2  1
D2          CH+                     CD2+        H                                    4.00E-10     0.00      0.0              5       !  1  1  1  2
D2          CH+                     CHD+        D                                    8.00E-10     0.00      0.0              5       !  2  2  1  2
HD          CD+                     CD2+        H                                    4.00E-10     0.00      0.0              5       !  1  1  2  2
HD          CD+                     CHD+        D                                    8.00E-10     0.00      0.0              5       !  2  2  2  2
D2          CD+                     CD2+        D                                    1.20E-09     0.00      0.0              5       !  1  1  1  3
H2          OH+                     H2O+        H                                    1.01E-09     0.00      0.0              5
HD          OH+                     HDO+        H                                    6.73E-10     0.00      0.0              5       !  2  1  1  1
HD          OH+                     H2O+        D                                    3.37E-10     0.00      0.0              5       !  1  2  1  1
H2          OD+                     HDO+        H                                    6.73E-10     0.00      0.0              5       !  2  1  2  1
H2          OD+                     H2O+        D                                    3.37E-10     0.00      0.0              5       !  1  2  2  1
D2          OH+                     D2O+        H                                    3.37E-10     0.00      0.0              5       !  1  1  1  2
D2          OH+                     HDO+        D                                    6.73E-10     0.00      0.0              5       !  2  2  1  2
HD          OD+                     D2O+        H                                    3.37E-10     0.00      0.0              5       !  1  1  2  2
HD          OD+                     HDO+        D                                    6.73E-10     0.00      0.0              5       !  2  2  2  2
D2          OD+                     D2O+        D                                    1.01E-09     0.00      0.0              5       !  1  1  1  3
H3+         O                       H2O+        H                                    3.60E-10     0.00      0.0              5
H2D+        O                       HDO+        H                                    2.40E-10     0.00      0.0              5       !  2  1  1  1
H2D+        O                       H2O+        D                                    1.20E-10     0.00      0.0              5       !  1  2  1  1
HD2+        O                       D2O+        H                                    1.20E-10     0.00      0.0              5       !  1  1  1  2
HD2+        O                       HDO+        D                                    2.40E-10     0.00      0.0              5       !  2  2  1  2
D3+         O                       D2O+        D                                    3.60E-10     0.00      0.0              5       !  1  1  1  3
CH2         O                       CO          H           H                        1.33E-10     0.00      0.0              5
CHD         O                       CO          D           H                        1.33E-10     0.00      0.0              5       !  2  1  1  1
CD2         O                       CO          D           D                        1.33E-10     0.00      0.0              5       !  1  1  1  2
H2                                  H           H                                    1.30E-18     0.00      0.0              1
HD                                  D           H                                    1.30E-18     0.00      0.0              1       !  2  1  1  1
D2                                  D           D                                    1.30E-18     0.00      0.0              1       !  1  1  1  2
H3+         CO                      HCO+        H2                                   1.70E-09     0.00      0.0              5
H2D+        CO                      DCO+        H2                                   5.67E-10     0.00      0.0              5       !  1  1  1  1
H2D+        CO                      HCO+        HD                                   1.13E-09     0.00      0.0              5       !  2  2  1  1
HD2+        CO                      DCO+        HD                                   1.13E-09     0.00      0.0              5       !  2  1  1  2
HD2+        CO                      HCO+        D2                                   5.67E-10     0.00      0.0              5       !  1  2  1  2
D3+         CO                      DCO+        D2                                   1.70E-09     0.00      0.0              5       !  1  1  1  3
He+         CO                      O           C+          He                       1.60E-09     0.00      0.0              5
CH2         O                       CO          H2                                   8.00E-11     0.00      0.0              5
CHD         O                       CO          HD                                   8.00E-11     0.00      0.0              5       !  2  1  1  1
CD2         O                       CO          D2                                   8.00E-11     0.00      0.0              5       !  1  1  1  2
H3+         CO2                     HCO2+       H2                                   2.00E-09     0.00      0.0              5
H2D+        CO2                     DCO2+       H2                                   6.67E-10     0.00      0.0              5       !  1  1  1  1
H2D+        CO2                     HCO2+       HD                                   1.33E-09     0.00      0.0              5       !  2  2  1  1
HD2+        CO2                     DCO2+       HD                                   1.33E-09     0.00      0.0              5       !  2  1  1  2
HD2+        CO2                     HCO2+       D2                                   6.67E-10     0.00      0.0              5       !  1  2  1  2
D3+         CO2                     DCO2+       D2                                   2.00E-09     0.00      0.0              5       !  1  1  1  3
CO2                                 CO          O                                    1.30E-17     0.00    854.0              2
He+         CO2                     CO+         O           He                       8.70E-10     0.00      0.0              5
C+          CO2                     CO+         CO                                   1.10E-09     0.00      0.0              5
O           HCO                     CO2         H                                    5.00E-11     0.00      0.0              5
O           DCO                     CO2         D                                    5.00E-11     0.00      0.0              5       !  1  1  1  1
C           HCO+                    CO          CH+                                  1.10E-09     0.00      0.0              5
C           DCO+                    CO          CD+                                  1.10E-09     0.00      0.0              5       !  1  1  1  1
CH3+        O                       HCO+        H2                                   4.00E-10     0.00      0.0              5
CH2D+       O                       DCO+        H2                                   1.33E-10     0.00      0.0              5       !  1  1  1  1
CH2D+       O                       HCO+        HD                                   2.67E-10     0.00      0.0              5       !  2  2  1  1
CHD2+       O                       DCO+        HD                                   2.67E-10     0.00      0.0              5       !  2  1  1  2
CHD2+       O                       HCO+        D2                                   1.33E-10     0.00      0.0              5       !  1  2  1  2
CD3+        O                       DCO+        D2                                   4.00E-10     0.00      0.0              5       !  1  1  1  3
H3+         H2O                     H3O+        H2                                   5.90E-09    -0.50      0.0              5
H2D+        H2O                     H2DO+       H2                                   3.54E-09    -0.50      0.0              5       !  3  1  1  1
H2D+        H2O                     H3O+        HD                                   2.36E-09    -0.50      0.0              5       !  2  2  1  1
H3+         HDO                     H2DO+       H2                                   3.54E-09    -0.50      0.0              5       !  3  1  2  1
H3+         HDO                     H3O+        HD                                   2.36E-09    -0.50      0.0              5       !  2  2  2  1
HD2+        H2O                     HD2O+       H2                                   1.77E-09    -0.50      0.0              5       !  3  1  1  2
HD2+        H2O                     H2DO+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  1  2
HD2+        H2O                     H3O+        D2                                   5.90E-10    -0.50      0.0              5       !  1  3  1  2
H2D+        HDO                     HD2O+       H2                                   1.77E-09    -0.50      0.0              5       !  3  1  2  2
H2D+        HDO                     H2DO+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  2  2
H2D+        HDO                     H3O+        D2                                   5.90E-10    -0.50      0.0              5       !  1  3  2  2
H3+         D2O                     HD2O+       H2                                   1.77E-09    -0.50      0.0              5       !  3  1  3  2
H3+         D2O                     H2DO+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  3  2
H3+         D2O                     H3O+        D2                                   5.90E-10    -0.50      0.0              5       !  1  3  3  2
D3+         H2O                     D3O+        H2                                   5.90E-10    -0.50      0.0              5       !  1  1  1  3
D3+         H2O                     HD2O+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  1  3
D3+         H2O                     H2DO+       D2                                   1.77E-09    -0.50      0.0              5       !  3  3  1  3
HD2+        HDO                     D3O+        H2                                   5.90E-10    -0.50      0.0              5       !  1  1  2  3
HD2+        HDO                     HD2O+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  2  3
HD2+        HDO                     H2DO+       D2                                   1.77E-09    -0.50      0.0              5       !  3  3  2  3
H2D+        D2O                     D3O+        H2                                   5.90E-10    -0.50      0.0              5       !  1  1  3  3
H2D+        D2O                     HD2O+       HD                                   3.54E-09    -0.50      0.0              5       !  6  2  3  3
H2D+        D2O                     H2DO+       D2                                   1.77E-09    -0.50      0.0              5       !  3  3  3  3
D3+         HDO                     D3O+        HD                                   2.36E-09    -0.50      0.0              5       !  2  1  1  4
D3+         HDO                     HD2O+       D2                                   3.54E-09    -0.50      0.0              5       !  3  2  1  4
HD2+        D2O                     D3O+        HD                                   2.36E-09    -0.50      0.0              5       !  2  1  2  4
HD2+        D2O                     HD2O+       D2                                   3.54E-09    -0.50      0.0              5       !  3  2  2  4
D3+         D2O                     D3O+        D2                                   5.90E-09    -0.50      0.0              5       !  1  1  1  5
CH5+        H2O                     H3O+        CH4                                  3.70E-09    -0.50      0.0              5
C+          H2O                     HOC+        H                                    1.80E-09    -0.50      0.0              5
C+          HDO                     DOC+        H                                    9.00E-10    -0.50      0.0              5       !  1  1  1  1
C+          HDO                     HOC+        D                                    9.00E-10    -0.50      0.0              5       !  1  2  1  1
C+          D2O                     DOC+        D                                    1.80E-09    -0.50      0.0              5       !  1  1  1  2
H+          H2O                     H2O+        H                                    6.90E-09    -0.50      0.0              5
D+          H2O                     HDO+        H                                    4.60E-09    -0.50      0.0              5       !  2  1  1  1
D+          H2O                     H2O+        D                                    2.30E-09    -0.50      0.0              5       !  1  2  1  1
H+          HDO                     HDO+        H                                    4.60E-09    -0.50      0.0              5       !  2  1  2  1
H+          HDO                     H2O+        D                                    2.30E-09    -0.50      0.0              5       !  1  2  2  1
D+          HDO                     D2O+        H                                    2.30E-09    -0.50      0.0              5       !  1  1  1  2
D+          HDO                     HDO+        D                                    4.60E-09    -0.50      0.0              5       !  2  2  1  2
H+          D2O                     D2O+        H                                    2.30E-09    -0.50      0.0              5       !  1  1  2  2
H+          D2O                     HDO+        D                                    4.60E-09    -0.50      0.0              5       !  2  2  2  2
D+          D2O                     D2O+        D                                    6.90E-09    -0.50      0.0              5       !  1  1  1  3
C+          H2O                     HCO+        H                                    9.00E-10    -0.50      0.0              5
C+          HDO                     DCO+        H                                    4.50E-10    -0.50      0.0              5       !  1  1  1  1
C+          HDO                     HCO+        D                                    4.50E-10    -0.50      0.0              5       !  1  2  1  1
C+          D2O                     DCO+        D                                    9.00E-10    -0.50      0.0              5       !  1  1  1  2
H3O+        E-                      H2O         H                                    1.08E-07    -0.50      0.0              5
H2DO+       E-                      HDO         H                                    7.20E-08    -0.50      0.0              5       !  2  1  1  1
H2DO+       E-                      H2O         D                                    3.60E-08    -0.50      0.0              5       !  1  2  1  1
HD2O+       E-                      D2O         H                                    3.60E-08    -0.50      0.0              5       !  1  1  1  2
HD2O+       E-                      HDO         D                                    7.20E-08    -0.50      0.0              5       !  2  2  1  2
D3O+        E-                      D2O         D                                    1.08E-07    -0.50      0.0              5       !  1  1  1  3
C           OH                      CO          H                                    1.00E-10     0.00      0.0              5
C           OD                      CO          D                                    1.00E-10     0.00      0.0              5       !  1  1  1  1
O           OH                      O2          H                                    3.50E-11     0.00      0.0              5
O           OD                      O2          D                                    3.50E-11     0.00      0.0              5       !  1  1  1  1
N           OH                      NO          H                                    7.50E-11    -0.18      0.0              5
N           OD                      NO          D                                    7.50E-11    -0.18      0.0              5       !  1  1  1  1
H3O+        E-                      OH          H           H                        2.58E-07    -0.50      0.0              5
H2DO+       E-                      OD          H           H                        8.60E-08    -0.50      0.0              5       !  1  1  1  1
H2DO+       E-                      OH          D           H                        1.72E-07    -0.50      0.0              5       !  2  2  1  1
HD2O+       E-                      OD          D           H                        1.72E-07    -0.50      0.0              5       !  2  1  1  2
HD2O+       E-                      OH          D           D                        8.60E-08    -0.50      0.0              5       !  1  3  1  2
D3O+        E-                      OD          D           D                        2.58E-07    -0.50      0.0              5       !  1  1  1  3
H3O+        E-                      OH          H2                                   6.02E-08    -0.50      0.0              5
H2DO+       E-                      OD          H2                                   2.01E-08    -0.50      0.0              5       !  1  1  1  1
H2DO+       E-                      OH          HD                                   4.01E-08    -0.50      0.0              5       !  2  2  1  1
HD2O+       E-                      OD          HD                                   4.01E-08    -0.50      0.0              5       !  2  1  1  2
HD2O+       E-                      OH          D2                                   2.01E-08    -0.50      0.0              5       !  1  2  1  2
D3O+        E-                      OD          D2                                   6.02E-08    -0.50      0.0              5       !  1  1  1  3
O           HCO                     CO          OH                                   5.00E-11     0.00      0.0              5
O           DCO                     CO          OD                                   5.00E-11     0.00      0.0              5       !  1  1  1  1
H2O2                                OH          OH                                   1.30E-17     0.00    750.0              2
HDO2                                OD          OH                                   1.30E-17     0.00    750.0              2       !  2  1  1  1
D2O2                                OD          OD                                   1.30E-17     0.00    750.0              2       !  1  1  1  2
H2CO        O2H                     H2O2        HCO                                  3.30E-12     0.00   5870.0              5
HDCO        O2H                     HDO2        HCO                                  2.20E-12     0.00   5870.0              5       !  2  1  1  1
HDCO        O2H                     H2O2        DCO                                  1.10E-12     0.00   5870.0              5       !  1  2  1  1
H2CO        O2D                     HDO2        HCO                                  2.20E-12     0.00   5870.0              5       !  2  1  2  1
H2CO        O2D                     H2O2        DCO                                  1.10E-12     0.00   5870.0              5       !  1  2  2  1
D2CO        O2H                     D2O2        HCO                                  1.10E-12     0.00   5870.0              5       !  1  1  1  2
D2CO        O2H                     HDO2        DCO                                  2.20E-12     0.00   5870.0              5       !  2  2  1  2
HDCO        O2D                     D2O2        HCO                                  1.10E-12     0.00   5870.0              5       !  1  1  2  2
HDCO        O2D                     HDO2        DCO                                  2.20E-12     0.00   5870.0              5       !  2  2  2  2
D2CO        O2D                     D2O2        DCO                                  3.30E-12     0.00   5870.0              5       !  1  1  1  3
N           O2H                     O2          NH                                   1.70E-13     0.00      0.0              5
N           O2D                     O2          ND                                   1.70E-13     0.00      0.0              5       !  1  1  1  1
H2CO+       O2                      O2H         HCO+                                 7.70E-11     0.00      0.0              5
HDCO+       O2                      O2D         HCO+                                 3.85E-11     0.00      0.0              5       !  1  1  1  1
HDCO+       O2                      O2H         DCO+                                 3.85E-11     0.00      0.0              5       !  1  2  1  1
D2CO+       O2                      O2D         DCO+                                 7.70E-11     0.00      0.0              5       !  1  1  1  2
C           O2                      CO          O                                    4.70E-11    -0.34      0.0              5
H3+         CH3OH                   CH3+        H2O         H2                       3.71E-09    -0.50      0.0              5
H3O+        CH3OH                   CH3OH2+     H2O                                  2.50E-09    -0.50      0.0              5
H3+         CH3OH                   CH3OH2+     H2                                   8.40E-10    -0.50      0.0              5
CH3+        CH3OH                   H3CO+       CH4                                  2.30E-09    -0.50      0.0              5
CH3OH                               H2CO        H2                                   1.30E-17     0.00   1584.0              2
CH2DOH                              HDCO        H2                                   6.50E-18     0.00   1584.0              2       !  2  1  1  1
CH2DOH                              H2CO        HD                                   6.50E-18     0.00   1584.0              2       !  2  2  1  1
CH3OD                               HDCO        H2                                   6.50E-18     0.00   1584.0              2       !  2  1  2  1
CH3OD                               H2CO        HD                                   6.50E-18     0.00   1584.0              2       !  2  2  2  1
CHD2OH                              D2CO        H2                                   2.17E-18     0.00   1584.0              2       !  1  1  1  2
CHD2OH                              HDCO        HD                                   8.67E-18     0.00   1584.0              2       !  4  2  1  2
CHD2OH                              H2CO        D2                                   2.17E-18     0.00   1584.0              2       !  1  3  1  2
CH2DOD                              D2CO        H2                                   2.17E-18     0.00   1584.0              2       !  1  1  2  2
CH2DOD                              HDCO        HD                                   8.67E-18     0.00   1584.0              2       !  4  2  2  2
CH2DOD                              H2CO        D2                                   2.17E-18     0.00   1584.0              2       !  1  3  2  2
CD3OH                               D2CO        HD                                   6.50E-18     0.00   1584.0              2       !  2  1  1  3
CD3OH                               HDCO        D2                                   6.50E-18     0.00   1584.0              2       !  2  2  1  3
CHD2OD                              D2CO        HD                                   6.50E-18     0.00   1584.0              2       !  2  1  2  3
CHD2OD                              HDCO        D2                                   6.50E-18     0.00   1584.0              2       !  2  2  2  3
CD3OD                               D2CO        D2                                   1.30E-17     0.00   1584.0              2       !  1  1  1  4
C+          CH3OH                   HCO         CH3+                                 2.08E-09    -0.50      0.0              5
C+          CH2DOH                  DCO         CH3+                                 5.20E-10    -0.50      0.0              5       !  1  1  1  1
C+          CH2DOH                  HCO         CH2D+                                1.56E-09    -0.50      0.0              5       !  3  2  1  1
C+          CH3OD                   DCO         CH3+                                 5.20E-10    -0.50      0.0              5       !  1  1  2  1
C+          CH3OD                   HCO         CH2D+                                1.56E-09    -0.50      0.0              5       !  3  2  2  1
C+          CHD2OH                  DCO         CH2D+                                1.04E-09    -0.50      0.0              5       !  3  1  1  2
C+          CHD2OH                  HCO         CHD2+                                1.04E-09    -0.50      0.0              5       !  3  2  1  2
C+          CH2DOD                  DCO         CH2D+                                1.04E-09    -0.50      0.0              5       !  3  1  2  2
C+          CH2DOD                  HCO         CHD2+                                1.04E-09    -0.50      0.0              5       !  3  2  2  2
C+          CD3OH                   DCO         CHD2+                                1.56E-09    -0.50      0.0              5       !  3  1  1  3
C+          CD3OH                   HCO         CD3+                                 5.20E-10    -0.50      0.0              5       !  1  2  1  3
C+          CHD2OD                  DCO         CHD2+                                1.56E-09    -0.50      0.0              5       !  3  1  2  3
C+          CHD2OD                  HCO         CD3+                                 5.20E-10    -0.50      0.0              5       !  1  2  2  3
C+          CD3OD                   DCO         CD3+                                 2.08E-09    -0.50      0.0              5       !  1  1  1  4
He+         CH3OH                   OH+         CH3         He                       1.10E-09    -0.50      0.0              5
He+         CH2DOH                  OD+         CH3         He                       2.75E-10    -0.50      0.0              5       !  1  1  1  1
He+         CH2DOH                  OH+         CH2D        He                       8.25E-10    -0.50      0.0              5       !  3  2  1  1
He+         CH3OD                   OD+         CH3         He                       2.75E-10    -0.50      0.0              5       !  1  1  2  1
He+         CH3OD                   OH+         CH2D        He                       8.25E-10    -0.50      0.0              5       !  3  2  2  1
He+         CHD2OH                  OD+         CH2D        He                       5.50E-10    -0.50      0.0              5       !  3  1  1  2
He+         CHD2OH                  OH+         CHD2        He                       5.50E-10    -0.50      0.0              5       !  3  2  1  2
He+         CH2DOD                  OD+         CH2D        He                       5.50E-10    -0.50      0.0              5       !  3  1  2  2
He+         CH2DOD                  OH+         CHD2        He                       5.50E-10    -0.50      0.0              5       !  3  2  2  2
He+         CD3OH                   OD+         CHD2        He                       8.25E-10    -0.50      0.0              5       !  3  1  1  3
He+         CD3OH                   OH+         CD3         He                       2.75E-10    -0.50      0.0              5       !  1  2  1  3
He+         CHD2OD                  OD+         CHD2        He                       8.25E-10    -0.50      0.0              5       !  3  1  2  3
He+         CHD2OD                  OH+         CD3         He                       2.75E-10    -0.50      0.0              5       !  1  2  2  3
He+         CD3OD                   OD+         CD3         He                       1.10E-09    -0.50      0.0              5       !  1  1  1  4
He+         CH3OH                   OH          CH3+        He                       1.10E-09    -0.50      0.0              5
He+         CH2DOH                  OD          CH3+        He                       2.75E-10    -0.50      0.0              5       !  1  1  1  1
He+         CH2DOH                  OH          CH2D+       He                       8.25E-10    -0.50      0.0              5       !  3  2  1  1
He+         CH3OD                   OD          CH3+        He                       2.75E-10    -0.50      0.0              5       !  1  1  2  1
He+         CH3OD                   OH          CH2D+       He                       8.25E-10    -0.50      0.0              5       !  3  2  2  1
He+         CHD2OH                  OD          CH2D+       He                       5.50E-10    -0.50      0.0              5       !  3  1  1  2
He+         CHD2OH                  OH          CHD2+       He                       5.50E-10    -0.50      0.0              5       !  3  2  1  2
He+         CH2DOD                  OD          CH2D+       He                       5.50E-10    -0.50      0.0              5       !  3  1  2  2
He+         CH2DOD                  OH          CHD2+       He                       5.50E-10    -0.50      0.0              5       !  3  2  2  2
He+         CD3OH                   OD          CHD2+       He                       8.25E-10    -0.50      0.0              5       !  3  1  1  3
He+         CD3OH                   OH          CD3+        He                       2.75E-10    -0.50      0.0              5       !  1  2  1  3
He+         CHD2OD                  OD          CHD2+       He                       8.25E-10    -0.50      0.0              5       !  3  1  2  3
He+         CHD2OD                  OH          CD3+        He                       2.75E-10    -0.50      0.0              5       !  1  2  2  3
He+         CD3OD                   OD          CD3+        He                       1.10E-09    -0.50      0.0              5       !  1  1  1  4
CH3OH                               OH          CH3                                  1.30E-17     0.00    752.0              2
CH2DOH                              OD          CH3                                  3.25E-18     0.00    752.0              2       !  1  1  1  1
CH2DOH                              OH          CH2D                                 9.75E-18     0.00    752.0              2       !  3  2  1  1
CH3OD                               OD          CH3                                  3.25E-18     0.00    752.0              2       !  1  1  2  1
CH3OD                               OH          CH2D                                 9.75E-18     0.00    752.0              2       !  3  2  2  1
CHD2OH                              OD          CH2D                                 6.50E-18     0.00    752.0              2       !  3  1  1  2
CHD2OH                              OH          CHD2                                 6.50E-18     0.00    752.0              2       !  3  2  1  2
CH2DOD                              OD          CH2D                                 6.50E-18     0.00    752.0              2       !  3  1  2  2
CH2DOD                              OH          CHD2                                 6.50E-18     0.00    752.0              2       !  3  2  2  2
CD3OH                               OD          CHD2                                 9.75E-18     0.00    752.0              2       !  3  1  1  3
CD3OH                               OH          CD3                                  3.25E-18     0.00    752.0              2       !  1  2  1  3
CHD2OD                              OD          CHD2                                 9.75E-18     0.00    752.0              2       !  3  1  2  3
CHD2OD                              OH          CD3                                  3.25E-18     0.00    752.0              2       !  1  2  2  3
CD3OD                               OD          CD3                                  1.30E-17     0.00    752.0              2       !  1  1  1  4
CH3OH2+     E-                      CH3OH       H                                    2.67E-08    -0.59      0.0              5
CH2DOH2+    E-                      CH2DOH      H                                    1.60E-08    -0.59      0.0              5       !  3  1  1  1
CH2DOH2+    E-                      CH3OD       H                                    5.34E-09    -0.59      0.0              5       !  1  2  1  1
CH2DOH2+    E-                      CH3OH       D                                    5.34E-09    -0.59      0.0              5       !  1  3  1  1
CH3OHD+     E-                      CH2DOH      H                                    1.60E-08    -0.59      0.0              5       !  3  1  2  1
CH3OHD+     E-                      CH3OD       H                                    5.34E-09    -0.59      0.0              5       !  1  2  2  1
CH3OHD+     E-                      CH3OH       D                                    5.34E-09    -0.59      0.0              5       !  1  3  2  1
CHD2OH2+    E-                      CHD2OH      H                                    8.01E-09    -0.59      0.0              5       !  3  1  1  2
CHD2OH2+    E-                      CH2DOD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  1  2
CHD2OH2+    E-                      CH2DOH      D                                    8.01E-09    -0.59      0.0              5       !  3  3  1  2
CHD2OH2+    E-                      CH3OD       D                                    2.67E-09    -0.59      0.0              5       !  1  4  1  2
CH2DOHD+    E-                      CHD2OH      H                                    8.01E-09    -0.59      0.0              5       !  3  1  2  2
CH2DOHD+    E-                      CH2DOD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  2  2
CH2DOHD+    E-                      CH2DOH      D                                    8.01E-09    -0.59      0.0              5       !  3  3  2  2
CH2DOHD+    E-                      CH3OD       D                                    2.67E-09    -0.59      0.0              5       !  1  4  2  2
CH3OD2+     E-                      CHD2OH      H                                    8.01E-09    -0.59      0.0              5       !  3  1  3  2
CH3OD2+     E-                      CH2DOD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  3  2
CH3OD2+     E-                      CH2DOH      D                                    8.01E-09    -0.59      0.0              5       !  3  3  3  2
CH3OD2+     E-                      CH3OD       D                                    2.67E-09    -0.59      0.0              5       !  1  4  3  2
CD3OH2+     E-                      CD3OH       H                                    2.67E-09    -0.59      0.0              5       !  1  1  1  3
CD3OH2+     E-                      CHD2OD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  1  3
CD3OH2+     E-                      CHD2OH      D                                    8.01E-09    -0.59      0.0              5       !  3  3  1  3
CD3OH2+     E-                      CH2DOD      D                                    8.01E-09    -0.59      0.0              5       !  3  4  1  3
CHD2OHD+    E-                      CD3OH       H                                    2.67E-09    -0.59      0.0              5       !  1  1  2  3
CHD2OHD+    E-                      CHD2OD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  2  3
CHD2OHD+    E-                      CHD2OH      D                                    8.01E-09    -0.59      0.0              5       !  3  3  2  3
CHD2OHD+    E-                      CH2DOD      D                                    8.01E-09    -0.59      0.0              5       !  3  4  2  3
CH2DOD2+    E-                      CD3OH       H                                    2.67E-09    -0.59      0.0              5       !  1  1  3  3
CH2DOD2+    E-                      CHD2OD      H                                    8.01E-09    -0.59      0.0              5       !  3  2  3  3
